,Unnamed: 0,Id,Cultivo,Longitud,Latitud,Elevacion,Dataset,Campania,GlobalId,CultivoId,Tipo,class_idx
730,731,289,s,-62.11397497222221,-34.37540905576238,114.27997650000007,BCR,19/20,2425,2,SOJA 2,1
476,477,289,s,-61.518019202726855,-33.834192059118415,102.255051,BC,19/20,2426,2,SOJA 2,1
476,477,289,s,-61.51970399832896,-33.83303222006569,102.255051,BC,19/20,2427,2,SOJA 2,1
476,477,289,s,-61.51941465707725,-33.833765167536164,102.255051,BC,19/20,2428,2,SOJA 2,1
476,477,289,s,-61.51911628328915,-33.833723919174965,102.255051,BC,19/20,2429,2,SOJA 2,1
476,477,289,s,-61.519024084347016,-33.833499507938214,102.255051,BC,19/20,2430,2,SOJA 2,1
476,477,289,s,-61.51793287265448,-33.833318886353815,102.255051,BC,19/20,2431,2,SOJA 2,1
530,531,386,s,-61.37076543209875,-33.75846364631685,89.546654,BC,19/20,2432,2,SOJA 2,1
530,531,386,s,-61.37055702036894,-33.75838612279576,89.546654,BC,19/20,2433,2,SOJA 2,1
530,531,386,s,-61.37007202326155,-33.75862636692103,89.546654,BC,19/20,2434,2,SOJA 2,1
530,531,386,s,-61.3704003796695,-33.75881157925254,89.546654,BC,19/20,2435,2,SOJA 2,1
530,531,386,s,-61.370322368214104,-33.758477813033174,89.546654,BC,19/20,2436,2,SOJA 2,1
530,531,386,s,-61.37154815167405,-33.75818772891487,89.546654,BC,19/20,2437,2,SOJA 2,1
652,653,149,s,-62.125228473624695,-33.792526830337096,110.67997649999997,BCR,19/20,2438,2,SOJA 2,1
652,653,149,s,-62.12518211134239,-33.79239079469511,110.67997649999997,BCR,19/20,2439,2,SOJA 2,1
652,653,149,s,-62.1263642729241,-33.79316096038308,110.67997649999997,BCR,19/20,2440,2,SOJA 2,1
652,653,149,s,-62.12587665485725,-33.792630679492255,110.67997649999997,BCR,19/20,2441,2,SOJA 2,1
652,653,149,s,-62.126773820761535,-33.79342863380252,110.67997649999997,BCR,19/20,2442,2,SOJA 2,1
652,653,149,s,-62.12699433206011,-33.79242307443505,110.67997649999997,BCR,19/20,2443,2,SOJA 2,1
680,681,199,s,-62.27802572567098,-34.01209917006356,117.6499765,BCR,19/20,2444,2,SOJA 2,1
680,681,199,s,-62.27718496595044,-34.01316203587666,117.6499765,BCR,19/20,2445,2,SOJA 2,1
680,681,199,s,-62.276717219670246,-34.01315456807759,117.6499765,BCR,19/20,2446,2,SOJA 2,1
680,681,199,s,-62.27732791485164,-34.01202948293551,117.6499765,BCR,19/20,2447,2,SOJA 2,1
680,681,199,s,-62.27732584147965,-34.01348215595281,117.6499765,BCR,19/20,2448,2,SOJA 2,1
680,681,199,s,-62.27806785129085,-34.0119672259109,117.6499765,BCR,19/20,2449,2,SOJA 2,1
664,665,169,s,-62.21295756277017,-33.85767971298687,114.5199765000001,BCR,19/20,2450,2,SOJA 2,1
664,665,169,s,-62.213109478348315,-33.858113407752754,114.5199765000001,BCR,19/20,2451,2,SOJA 2,1
664,665,169,s,-62.211416079416686,-33.85763310544981,114.5199765000001,BCR,19/20,2452,2,SOJA 2,1
664,665,169,s,-62.21189325881487,-33.85831598460325,114.5199765000001,BCR,19/20,2453,2,SOJA 2,1
664,665,169,s,-62.21140744020741,-33.85774148343665,114.5199765000001,BCR,19/20,2454,2,SOJA 2,1
664,665,169,s,-62.212665262388924,-33.85807509447081,114.5199765000001,BCR,19/20,2455,2,SOJA 2,1
681,682,203,s,-62.28467793403513,-34.026857534785286,115.71997649999993,BCR,19/20,2456,2,SOJA 2,1
681,682,203,s,-62.284037273664076,-34.02661638452578,115.71997649999993,BCR,19/20,2457,2,SOJA 2,1
681,682,203,s,-62.283737177968696,-34.0267291436105,115.71997649999993,BCR,19/20,2458,2,SOJA 2,1
681,682,203,s,-62.284366587076654,-34.02588451723716,115.71997649999993,BCR,19/20,2459,2,SOJA 2,1
681,682,203,s,-62.28382330034932,-34.02663978785645,115.71997649999993,BCR,19/20,2460,2,SOJA 2,1
681,682,203,s,-62.28360000308473,-34.026059246541074,115.71997649999993,BCR,19/20,2461,2,SOJA 2,1
528,529,383,s,-61.36846442861225,-33.7708125084114,90.918259,BC,19/20,2462,2,SOJA 2,1
528,529,383,s,-61.36937166757541,-33.770502041348024,90.918259,BC,19/20,2463,2,SOJA 2,1
528,529,383,s,-61.36947829980099,-33.77014064174701,90.918259,BC,19/20,2464,2,SOJA 2,1
528,529,383,s,-61.369501988160415,-33.77009111098233,90.918259,BC,19/20,2465,2,SOJA 2,1
528,529,383,s,-61.36942787810852,-33.769901926086774,90.918259,BC,19/20,2466,2,SOJA 2,1
528,529,383,s,-61.368225669646584,-33.77032837332315,90.918259,BC,19/20,2467,2,SOJA 2,1
659,660,161,s,-62.20418623261442,-33.83568868698782,117.16997649999996,BCR,19/20,2468,2,SOJA 2,1
659,660,161,s,-62.20397610577552,-33.8351978065839,117.16997649999996,BCR,19/20,2469,2,SOJA 2,1
659,660,161,s,-62.20405974826725,-33.835973528356185,117.16997649999996,BCR,19/20,2470,2,SOJA 2,1
659,660,161,s,-62.20363139141252,-33.83624542200363,117.16997649999996,BCR,19/20,2471,2,SOJA 2,1
659,660,161,s,-62.203297505309905,-33.83565569145691,117.16997649999996,BCR,19/20,2472,2,SOJA 2,1
659,660,161,s,-62.20372537797215,-33.83627649070828,117.16997649999996,BCR,19/20,2473,2,SOJA 2,1
766,767,344,s,-61.9752435779469,-34.07725804113876,99.6199765,BCR,19/20,2474,2,SOJA 2,1
766,767,344,s,-61.974000956077376,-34.07735147756132,99.6199765,BCR,19/20,2475,2,SOJA 2,1
766,767,344,s,-61.97527288456638,-34.07707758888486,99.6199765,BCR,19/20,2476,2,SOJA 2,1
766,767,344,s,-61.975206100854834,-34.07740928047409,99.6199765,BCR,19/20,2477,2,SOJA 2,1
766,767,344,s,-61.9732948403161,-34.07718466751476,99.6199765,BCR,19/20,2478,2,SOJA 2,1
766,767,344,s,-61.9751654862114,-34.0772214302884,99.6199765,BCR,19/20,2479,2,SOJA 2,1
761,762,339,s,-61.9895156511252,-34.089095316183425,100.57997650000004,BCR,19/20,2480,2,SOJA 2,1
761,762,339,s,-61.98936196347692,-34.090226700158624,100.57997650000004,BCR,19/20,2481,2,SOJA 2,1
761,762,339,s,-61.988266145421655,-34.089406748670115,100.57997650000004,BCR,19/20,2482,2,SOJA 2,1
761,762,339,s,-61.989750259769046,-34.0899930365044,100.57997650000004,BCR,19/20,2483,2,SOJA 2,1
761,762,339,s,-61.988819360238175,-34.088922416886334,100.57997650000004,BCR,19/20,2484,2,SOJA 2,1
761,762,339,s,-61.989040285539645,-34.08919509344,100.57997650000004,BCR,19/20,2485,2,SOJA 2,1
663,664,168,s,-62.21963953547741,-33.85474986680798,114.75997649999987,BCR,19/20,2486,2,SOJA 2,1
663,664,168,s,-62.21900538391525,-33.853988965538186,114.75997649999987,BCR,19/20,2487,2,SOJA 2,1
663,664,168,s,-62.218288600728535,-33.85398302874142,114.75997649999987,BCR,19/20,2488,2,SOJA 2,1
663,664,168,s,-62.21806227029457,-33.8546637813431,114.75997649999987,BCR,19/20,2489,2,SOJA 2,1
663,664,168,s,-62.219862566238156,-33.85502431534325,114.75997649999987,BCR,19/20,2490,2,SOJA 2,1
663,664,168,s,-62.21921279468164,-33.854438928958025,114.75997649999987,BCR,19/20,2491,2,SOJA 2,1
419,420,202,s,-62.071553321915445,-33.847540179870165,106.845757,BC,19/20,2492,2,SOJA 2,1
419,420,202,s,-62.06957070222335,-33.84862233405746,106.845757,BC,19/20,2493,2,SOJA 2,1
419,420,202,s,-62.071256611768874,-33.84847885893887,106.845757,BC,19/20,2494,2,SOJA 2,1
419,420,202,s,-62.07092717169233,-33.84741961366911,106.845757,BC,19/20,2495,2,SOJA 2,1
419,420,202,s,-62.0697703209726,-33.84866638272332,106.845757,BC,19/20,2496,2,SOJA 2,1
419,420,202,s,-62.0697535334515,-33.84767111657974,106.845757,BC,19/20,2497,2,SOJA 2,1
795,796,397,s,-61.736461244845074,-33.797976728699325,104.66997649999996,BCR,19/20,2498,2,SOJA 2,1
795,796,397,s,-61.73546148347792,-33.797937369551626,104.66997649999996,BCR,19/20,2499,2,SOJA 2,1
795,796,397,s,-61.73542158039962,-33.799010896974195,104.66997649999996,BCR,19/20,2500,2,SOJA 2,1
795,796,397,s,-61.735772484043395,-33.798076095787245,104.66997649999996,BCR,19/20,2501,2,SOJA 2,1
795,796,397,s,-61.73636474214152,-33.79915658744453,104.66997649999996,BCR,19/20,2502,2,SOJA 2,1
795,796,397,s,-61.735726654904,-33.79920448621404,104.66997649999996,BCR,19/20,2503,2,SOJA 2,1
514,515,356,s,-61.33046249593054,-33.72429720377387,99.94104,BC,19/20,2504,2,SOJA 2,1
514,515,356,s,-61.332223516355576,-33.724696241501775,99.94104,BC,19/20,2505,2,SOJA 2,1
514,515,356,s,-61.332172187442126,-33.7248658571064,99.94104,BC,19/20,2506,2,SOJA 2,1
514,515,356,s,-61.33090484801097,-33.72442611514872,99.94104,BC,19/20,2507,2,SOJA 2,1
514,515,356,s,-61.33213383834559,-33.72478862907155,99.94104,BC,19/20,2508,2,SOJA 2,1
514,515,356,s,-61.33134095070109,-33.72528677748359,99.94104,BC,19/20,2509,2,SOJA 2,1
697,698,231,s,-62.41643641763741,-34.12453868894623,110.67997649999997,BCR,19/20,2510,2,SOJA 2,1
697,698,231,s,-62.417134516700166,-34.125212401460665,110.67997649999997,BCR,19/20,2511,2,SOJA 2,1
697,698,231,s,-62.41590487771082,-34.124524100896224,110.67997649999997,BCR,19/20,2512,2,SOJA 2,1
697,698,231,s,-62.41709012448661,-34.124995547883735,110.67997649999997,BCR,19/20,2513,2,SOJA 2,1
697,698,231,s,-62.41620353953219,-34.124108318701175,110.67997649999997,BCR,19/20,2514,2,SOJA 2,1
697,698,231,s,-62.41697699118124,-34.12474614828848,110.67997649999997,BCR,19/20,2515,2,SOJA 2,1
651,652,148,s,-62.126550568016384,-33.782785307067805,108.9899764999999,BCR,19/20,2516,2,SOJA 2,1
651,652,148,s,-62.12483654123225,-33.78255816503914,108.9899764999999,BCR,19/20,2517,2,SOJA 2,1
651,652,148,s,-62.12507033792913,-33.78268039914528,108.9899764999999,BCR,19/20,2518,2,SOJA 2,1
651,652,148,s,-62.12650234020254,-33.78411632487298,108.9899764999999,BCR,19/20,2519,2,SOJA 2,1
651,652,148,s,-62.12554629044973,-33.7826106237938,108.9899764999999,BCR,19/20,2520,2,SOJA 2,1
651,652,148,s,-62.12465805556645,-33.78267961262317,108.9899764999999,BCR,19/20,2521,2,SOJA 2,1
395,396,158,s,-62.14584593924599,-33.87517500108443,100.631516,BC,19/20,2522,2,SOJA 2,1
395,396,158,s,-62.14578391518035,-33.87537062443803,100.631516,BC,19/20,2523,2,SOJA 2,1
395,396,158,s,-62.14570182065672,-33.87434026099338,100.631516,BC,19/20,2524,2,SOJA 2,1
395,396,158,s,-62.144652511668426,-33.87456729142672,100.631516,BC,19/20,2525,2,SOJA 2,1
395,396,158,s,-62.145761939071534,-33.8752155610153,100.631516,BC,19/20,2526,2,SOJA 2,1
395,396,158,s,-62.1457344168378,-33.874749511900326,100.631516,BC,19/20,2527,2,SOJA 2,1
473,474,286,s,-61.67087150726324,-33.852949845608386,103.533356,BC,19/20,2528,2,SOJA 2,1
473,474,286,s,-61.671398686124675,-33.852372922769035,103.533356,BC,19/20,2529,2,SOJA 2,1
473,474,286,s,-61.67184337134403,-33.85261146281118,103.533356,BC,19/20,2530,2,SOJA 2,1
473,474,286,s,-61.67250669119465,-33.85193057509587,103.533356,BC,19/20,2531,2,SOJA 2,1
473,474,286,s,-61.67100634473547,-33.85303423133139,103.533356,BC,19/20,2532,2,SOJA 2,1
473,474,286,s,-61.67149002937491,-33.851936487367595,103.533356,BC,19/20,2533,2,SOJA 2,1
786,787,379,s,-61.82899392042305,-33.89395813283586,99.85997650000002,BCR,19/20,2534,2,SOJA 2,1
786,787,379,s,-61.830115661389236,-33.895159780448346,99.85997650000002,BCR,19/20,2535,2,SOJA 2,1
786,787,379,s,-61.830288111840005,-33.89520725123289,99.85997650000002,BCR,19/20,2536,2,SOJA 2,1
786,787,379,s,-61.82932825582713,-33.893914353110404,99.85997650000002,BCR,19/20,2537,2,SOJA 2,1
786,787,379,s,-61.82980808038153,-33.89513044635216,99.85997650000002,BCR,19/20,2538,2,SOJA 2,1
786,787,379,s,-61.82984586471418,-33.8952390455462,99.85997650000002,BCR,19/20,2539,2,SOJA 2,1
644,645,138,s,-62.04545571191734,-33.752117538216666,112.83997650000003,BCR,19/20,2540,2,SOJA 2,1
644,645,138,s,-62.04474069658706,-33.753279772552105,112.83997650000003,BCR,19/20,2541,2,SOJA 2,1
644,645,138,s,-62.044046218614,-33.75235298056072,112.83997650000003,BCR,19/20,2542,2,SOJA 2,1
644,645,138,s,-62.04597780669032,-33.752739295833564,112.83997650000003,BCR,19/20,2543,2,SOJA 2,1
644,645,138,s,-62.04430638860369,-33.75271853095073,112.83997650000003,BCR,19/20,2544,2,SOJA 2,1
644,645,138,s,-62.0456852514367,-33.75344654442253,112.83997650000003,BCR,19/20,2545,2,SOJA 2,1
769,770,349,s,-61.94364893864667,-34.04603899121544,99.6199765,BCR,19/20,2546,2,SOJA 2,1
769,770,349,s,-61.94432549117782,-34.04553443590558,99.6199765,BCR,19/20,2547,2,SOJA 2,1
769,770,349,s,-61.9439648912096,-34.04472861997048,99.6199765,BCR,19/20,2548,2,SOJA 2,1
769,770,349,s,-61.94503181876088,-34.04578660798928,99.6199765,BCR,19/20,2549,2,SOJA 2,1
769,770,349,s,-61.94444380946648,-34.04547969523103,99.6199765,BCR,19/20,2550,2,SOJA 2,1
769,770,349,s,-61.94425561365303,-34.045733582494826,99.6199765,BCR,19/20,2551,2,SOJA 2,1
788,789,385,s,-61.80284373481767,-33.87297561578072,93.84997650000004,BCR,19/20,2552,2,SOJA 2,1
788,789,385,s,-61.80260592841413,-33.87231492906984,93.84997650000004,BCR,19/20,2553,2,SOJA 2,1
788,789,385,s,-61.80415483504471,-33.871876586394144,93.84997650000004,BCR,19/20,2554,2,SOJA 2,1
788,789,385,s,-61.80259469142038,-33.87215588078,93.84997650000004,BCR,19/20,2555,2,SOJA 2,1
788,789,385,s,-61.80429257436437,-33.871705385536146,93.84997650000004,BCR,19/20,2556,2,SOJA 2,1
788,789,385,s,-61.80320164687006,-33.87323810891986,93.84997650000004,BCR,19/20,2557,2,SOJA 2,1
805,806,409,s,-61.69854504813095,-33.76964488674049,100.57997650000004,BCR,19/20,2558,2,SOJA 2,1
805,806,409,s,-61.699435461549136,-33.77026405110702,100.57997650000004,BCR,19/20,2559,2,SOJA 2,1
805,806,409,s,-61.69911290144647,-33.77040049389528,100.57997650000004,BCR,19/20,2560,2,SOJA 2,1
805,806,409,s,-61.698877619440054,-33.76993644279257,100.57997650000004,BCR,19/20,2561,2,SOJA 2,1
805,806,409,s,-61.700255304470346,-33.76974444536456,100.57997650000004,BCR,19/20,2562,2,SOJA 2,1
805,806,409,s,-61.69934496643953,-33.76975303742962,100.57997650000004,BCR,19/20,2563,2,SOJA 2,1
631,632,121,s,-61.89772761759995,-33.67286032545118,107.30997650000006,BCR,19/20,2564,2,SOJA 2,1
631,632,121,s,-61.89582370058647,-33.673022145942994,107.30997650000006,BCR,19/20,2565,2,SOJA 2,1
631,632,121,s,-61.897076913830986,-33.672278028653146,107.30997650000006,BCR,19/20,2566,2,SOJA 2,1
631,632,121,s,-61.897001551740345,-33.67202407196999,107.30997650000006,BCR,19/20,2567,2,SOJA 2,1
631,632,121,s,-61.89626949192283,-33.673337461945444,107.30997650000006,BCR,19/20,2568,2,SOJA 2,1
631,632,121,s,-61.89575657792394,-33.67217483234047,107.30997650000006,BCR,19/20,2569,2,SOJA 2,1
620,621,106,s,-61.822204209316716,-33.63531074183577,107.30997650000006,BCR,19/20,2570,2,SOJA 2,1
620,621,106,s,-61.82308563077273,-33.6367612303554,107.30997650000006,BCR,19/20,2571,2,SOJA 2,1
620,621,106,s,-61.8225762985489,-33.635614161408746,107.30997650000006,BCR,19/20,2572,2,SOJA 2,1
620,621,106,s,-61.822373350189984,-33.6362884783728,107.30997650000006,BCR,19/20,2573,2,SOJA 2,1
620,621,106,s,-61.82275181874995,-33.63694369317819,107.30997650000006,BCR,19/20,2574,2,SOJA 2,1
620,621,106,s,-61.8227467793696,-33.637033677771726,107.30997650000006,BCR,19/20,2575,2,SOJA 2,1
778,779,367,s,-61.877300723785524,-33.970141327301626,107.30997650000006,BCR,19/20,2576,2,SOJA 2,1
778,779,367,s,-61.87803142598605,-33.97041917948231,107.30997650000006,BCR,19/20,2577,2,SOJA 2,1
778,779,367,s,-61.87900117822616,-33.969510655056084,107.30997650000006,BCR,19/20,2578,2,SOJA 2,1
778,779,367,s,-61.877722950640894,-33.97037176530527,107.30997650000006,BCR,19/20,2579,2,SOJA 2,1
778,779,367,s,-61.878149436344714,-33.96967458912935,107.30997650000006,BCR,19/20,2580,2,SOJA 2,1
778,779,367,s,-61.878029227018395,-33.970201656357936,107.30997650000006,BCR,19/20,2581,2,SOJA 2,1
685,686,211,s,-62.33300028225461,-34.074463057398525,112.35997650000002,BCR,19/20,2582,2,SOJA 2,1
685,686,211,s,-62.33269547507415,-34.075462790075385,112.35997650000002,BCR,19/20,2583,2,SOJA 2,1
685,686,211,s,-62.332991767022,-34.07556544871985,112.35997650000002,BCR,19/20,2584,2,SOJA 2,1
685,686,211,s,-62.33369133428287,-34.075021973976796,112.35997650000002,BCR,19/20,2585,2,SOJA 2,1
685,686,211,s,-62.33267172056263,-34.075583724860124,112.35997650000002,BCR,19/20,2586,2,SOJA 2,1
685,686,211,s,-62.333365298623,-34.075172020100545,112.35997650000002,BCR,19/20,2587,2,SOJA 2,1
601,602,79,s,-61.7420375279327,-33.58520507781651,104.90997649999996,BCR,19/20,2588,2,SOJA 2,1
601,602,79,s,-61.74170137649945,-33.58558751745152,104.90997649999996,BCR,19/20,2589,2,SOJA 2,1
601,602,79,s,-61.74329329587887,-33.58550825112339,104.90997649999996,BCR,19/20,2590,2,SOJA 2,1
601,602,79,s,-61.741394830087124,-33.58447826759885,104.90997649999996,BCR,19/20,2591,2,SOJA 2,1
601,602,79,s,-61.7426872345321,-33.58568087656106,104.90997649999996,BCR,19/20,2592,2,SOJA 2,1
601,602,79,s,-61.74232395078671,-33.584591902011525,104.90997649999996,BCR,19/20,2593,2,SOJA 2,1
513,514,355,s,-61.334442364252915,-33.71972846438171,99.94104,BC,19/20,2594,2,SOJA 2,1
513,514,355,s,-61.335332732213125,-33.718644722701164,99.94104,BC,19/20,2595,2,SOJA 2,1
513,514,355,s,-61.33630936117532,-33.7197516632194,99.94104,BC,19/20,2596,2,SOJA 2,1
513,514,355,s,-61.33497770583032,-33.71867958284541,99.94104,BC,19/20,2597,2,SOJA 2,1
513,514,355,s,-61.33485527618777,-33.719014917631156,99.94104,BC,19/20,2598,2,SOJA 2,1
513,514,355,s,-61.33564222347385,-33.718656339350474,99.94104,BC,19/20,2599,2,SOJA 2,1
321,322,46,s,-62.06144038894602,-33.699190354298715,112.59346,BC,19/20,2600,2,SOJA 2,1
321,322,46,s,-62.06223166127302,-33.698275706756824,112.59346,BC,19/20,2601,2,SOJA 2,1
321,322,46,s,-62.06174875189092,-33.69808275106562,112.59346,BC,19/20,2602,2,SOJA 2,1
321,322,46,s,-62.061629403174315,-33.698113804739954,112.59346,BC,19/20,2603,2,SOJA 2,1
321,322,46,s,-62.061552747691145,-33.697936404530246,112.59346,BC,19/20,2604,2,SOJA 2,1
321,322,46,s,-62.06140209502965,-33.69924903624149,112.59346,BC,19/20,2605,2,SOJA 2,1
723,724,279,s,-62.80194508204179,-34.31233679507779,121.00997649999987,BCR,19/20,2606,2,SOJA 2,1
723,724,279,s,-62.801824067490955,-34.31189806075039,121.00997649999987,BCR,19/20,2607,2,SOJA 2,1
723,724,279,s,-62.80243458419864,-34.312214533698196,121.00997649999987,BCR,19/20,2608,2,SOJA 2,1
723,724,279,s,-62.80273590312807,-34.31297205955749,121.00997649999987,BCR,19/20,2609,2,SOJA 2,1
723,724,279,s,-62.801474823786734,-34.3128972091812,121.00997649999987,BCR,19/20,2610,2,SOJA 2,1
723,724,279,s,-62.8030791841625,-34.31256865363549,121.00997649999987,BCR,19/20,2611,2,SOJA 2,1
743,744,307,s,-62.040253366049235,-34.30597809459296,112.1199765,BCR,19/20,2612,2,SOJA 2,1
743,744,307,s,-62.040749676418145,-34.306846156795174,112.1199765,BCR,19/20,2613,2,SOJA 2,1
743,744,307,s,-62.04179440022172,-34.306179207862826,112.1199765,BCR,19/20,2614,2,SOJA 2,1
743,744,307,s,-62.04107258849636,-34.305615125496445,112.1199765,BCR,19/20,2615,2,SOJA 2,1
743,744,307,s,-62.040542790267345,-34.3067743687249,112.1199765,BCR,19/20,2616,2,SOJA 2,1
743,744,307,s,-62.040905545049455,-34.307029091121855,112.1199765,BCR,19/20,2617,2,SOJA 2,1
600,601,78,s,-61.73336746830403,-33.58794274570782,103.94997649999992,BCR,19/20,2618,2,SOJA 2,1
600,601,78,s,-61.73313864901554,-33.58896552799675,103.94997649999992,BCR,19/20,2619,2,SOJA 2,1
600,601,78,s,-61.73405713454649,-33.588342440688464,103.94997649999992,BCR,19/20,2620,2,SOJA 2,1
600,601,78,s,-61.73440820288463,-33.58753207826656,103.94997649999992,BCR,19/20,2621,2,SOJA 2,1
600,601,78,s,-61.7349302282354,-33.58895624786083,103.94997649999992,BCR,19/20,2622,2,SOJA 2,1
600,601,78,s,-61.73495313058265,-33.58864872377526,103.94997649999992,BCR,19/20,2623,2,SOJA 2,1
825,826,435,s,-61.61789791270227,-33.710948679505364,97.21997649999993,BCR,19/20,2624,2,SOJA 2,1
825,826,435,s,-61.618854908772704,-33.71056429715016,97.21997649999993,BCR,19/20,2625,2,SOJA 2,1
825,826,435,s,-61.6179550976117,-33.7108398807335,97.21997649999993,BCR,19/20,2626,2,SOJA 2,1
825,826,435,s,-61.61727706918371,-33.710782588362854,97.21997649999993,BCR,19/20,2627,2,SOJA 2,1
825,826,435,s,-61.61771533376499,-33.71169745827788,97.21997649999993,BCR,19/20,2628,2,SOJA 2,1
825,826,435,s,-61.618411330064426,-33.71148963112353,97.21997649999993,BCR,19/20,2629,2,SOJA 2,1
615,616,99,s,-61.797979410360526,-33.623909447004664,118.12997649999998,BCR,19/20,2630,2,SOJA 2,1
615,616,99,s,-61.79810669184982,-33.62245617626486,118.12997649999998,BCR,19/20,2631,2,SOJA 2,1
615,616,99,s,-61.79915328077466,-33.62387600143393,118.12997649999998,BCR,19/20,2632,2,SOJA 2,1
615,616,99,s,-61.79859172308318,-33.62377883098271,118.12997649999998,BCR,19/20,2633,2,SOJA 2,1
615,616,99,s,-61.7978362288121,-33.622871875682854,118.12997649999998,BCR,19/20,2634,2,SOJA 2,1
615,616,99,s,-61.79816253957697,-33.62271280328755,118.12997649999998,BCR,19/20,2635,2,SOJA 2,1
695,696,229,s,-62.40947946089614,-34.114317701976745,109.4799764999999,BCR,19/20,2636,2,SOJA 2,1
695,696,229,s,-62.40872045919482,-34.113437282513445,109.4799764999999,BCR,19/20,2637,2,SOJA 2,1
695,696,229,s,-62.4091365305865,-34.113497516043395,109.4799764999999,BCR,19/20,2638,2,SOJA 2,1
695,696,229,s,-62.407614675949254,-34.113733406175534,109.4799764999999,BCR,19/20,2639,2,SOJA 2,1
695,696,229,s,-62.409415421309184,-34.11453935579784,109.4799764999999,BCR,19/20,2640,2,SOJA 2,1
695,696,229,s,-62.40802181764409,-34.113750568646545,109.4799764999999,BCR,19/20,2641,2,SOJA 2,1
726,727,285,s,-62.83058658754446,-34.34000642994414,126.77997650000007,BCR,19/20,2642,2,SOJA 2,1
726,727,285,s,-62.83121608408291,-34.33984849768882,126.77997650000007,BCR,19/20,2643,2,SOJA 2,1
726,727,285,s,-62.831269355285556,-34.3395712082533,126.77997650000007,BCR,19/20,2644,2,SOJA 2,1
726,727,285,s,-62.83095351852475,-34.3400342581989,126.77997650000007,BCR,19/20,2645,2,SOJA 2,1
726,727,285,s,-62.83118990103179,-34.339170715807086,126.77997650000007,BCR,19/20,2646,2,SOJA 2,1
726,727,285,s,-62.83032097526462,-34.34042516749404,126.77997650000007,BCR,19/20,2647,2,SOJA 2,1
468,469,278,s,-61.78476562332379,-33.83174778310558,103.701309,BC,19/20,2648,2,SOJA 2,1
468,469,278,s,-61.78393163494074,-33.83218961848343,103.701309,BC,19/20,2649,2,SOJA 2,1
468,469,278,s,-61.78518692945367,-33.83273608938674,103.701309,BC,19/20,2650,2,SOJA 2,1
468,469,278,s,-61.78318944881997,-33.83303728812042,103.701309,BC,19/20,2651,2,SOJA 2,1
468,469,278,s,-61.78469843351904,-33.83164212640931,103.701309,BC,19/20,2652,2,SOJA 2,1
468,469,278,s,-61.78347653809292,-33.83175572926861,103.701309,BC,19/20,2653,2,SOJA 2,1
658,659,160,N,-62.20319475484203,-33.82495352561462,113.31997650000004,BCR,19/20,2654,10,CAMPO NATURAL,8
658,659,160,N,-62.20140879186117,-33.82450457239477,113.31997650000004,BCR,19/20,2655,10,CAMPO NATURAL,8
658,659,160,N,-62.203337832683786,-33.824643085216685,113.31997650000004,BCR,19/20,2656,10,CAMPO NATURAL,8
658,659,160,N,-62.20308290605162,-33.82503278389153,113.31997650000004,BCR,19/20,2657,10,CAMPO NATURAL,8
658,659,160,N,-62.2029711130623,-33.824219845610216,113.31997650000004,BCR,19/20,2658,10,CAMPO NATURAL,8
658,659,160,N,-62.2015009629398,-33.82580780453415,113.31997650000004,BCR,19/20,2659,10,CAMPO NATURAL,8
658,659,160,N,-62.20185566964854,-33.82467351281943,113.31997650000004,BCR,19/20,2660,10,CAMPO NATURAL,8
767,768,345,N,-61.9654972571275,-34.06843139783974,97.69997649999992,BCR,19/20,2661,10,CAMPO NATURAL,8
767,768,345,N,-61.96665134486514,-34.06827302677273,97.69997649999992,BCR,19/20,2662,10,CAMPO NATURAL,8
767,768,345,N,-61.96589411852273,-34.06847847803787,97.69997649999992,BCR,19/20,2663,10,CAMPO NATURAL,8
767,768,345,N,-61.96683014837872,-34.069451830176035,97.69997649999992,BCR,19/20,2664,10,CAMPO NATURAL,8
767,768,345,N,-61.967396235281065,-34.06770881830547,97.69997649999992,BCR,19/20,2665,10,CAMPO NATURAL,8
767,768,345,N,-61.965686695724294,-34.06901053726381,97.69997649999992,BCR,19/20,2666,10,CAMPO NATURAL,8
767,768,345,N,-61.96585224696954,-34.06807568572563,97.69997649999992,BCR,19/20,2667,10,CAMPO NATURAL,8
721,722,277,N,-62.7872637107306,-34.309579126532,112.83997650000003,BCR,19/20,2668,10,CAMPO NATURAL,8
721,722,277,N,-62.787132907851095,-34.310676025769,112.83997650000003,BCR,19/20,2669,10,CAMPO NATURAL,8
721,722,277,N,-62.788178020456655,-34.31081668869825,112.83997650000003,BCR,19/20,2670,10,CAMPO NATURAL,8
721,722,277,N,-62.78725766531746,-34.309719258687636,112.83997650000003,BCR,19/20,2671,10,CAMPO NATURAL,8
721,722,277,N,-62.78773700373764,-34.310163850416714,112.83997650000003,BCR,19/20,2672,10,CAMPO NATURAL,8
721,722,277,N,-62.7876960018136,-34.30955573401514,112.83997650000003,BCR,19/20,2673,10,CAMPO NATURAL,8
721,722,277,N,-62.787732354183035,-34.31037604169866,112.83997650000003,BCR,19/20,2674,10,CAMPO NATURAL,8
748,749,313,N,-62.02985780143436,-34.26915610799932,113.31997650000004,BCR,19/20,2675,10,CAMPO NATURAL,8
748,749,313,N,-62.03002112491904,-34.2699744200206,113.31997650000004,BCR,19/20,2676,10,CAMPO NATURAL,8
